0,1617103236,1617106836
0,1617941092,1617944692
0,1617547524,1617551124
0,1617759841,1617763441
0,1617216479,1617220079
0,1617827561,1617831161
0,1617102496,1617106096
0,1617816302,1617819902
0,1617599001,1617602601
0,1617812851,1617816451
0,1617793723,1617797323
0,1617161157,1617164757
0,1617352477,1617356077
0,1617127140,1617130740
0,1617616074,1617619674
0,1617084227,1617087827
0,1617533206,1617536806
0,1617042247,1617045847
0,1617944423,1617948023
0,1617274422,1617278022
0,1617776456,1617780056
0,1617974596,1617978196
0,1617492419,1617496019
0,1617029213,1617032813
0,1617707265,1617710865
0,1617342186,1617345786
0,1617317191,1617320791
0,1617275758,1617279358
0,1617712131,1617715731
0,1617539990,1617543590
0,1617912896,1617916496
0,1617183808,1617187408
0,1617722718,1617726318
0,1617135662,1617139262
1,1617234030,1617237630
1,1617389841,1617393441
1,1617982326,1617985926
1,1617419813,1617423413
1,1617482012,1617485612
1,1617391241,1617394841
1,1617438287,1617441887
1,1617818651,1617822251
1,1617876476,1617880076
1,1617965572,1617969172
1,1617069557,1617073157
1,1617609826,1617613426
1,1617452353,1617455953
1,1617522530,1617526130
1,1617730375,1617733975
1,1617246133,1617249733
1,1617874246,1617877846
1,1617427577,1617431177
1,1617771032,1617774632
1,1617745606,1617749206
1,1617802937,1617806537
1,1617492879,1617496479
1,1617515587,1617519187
1,1617236734,1617240334
1,1617103598,1617107198
1,1617619878,1617623478
1,1617301362,1617304962
1,1617373099,1617376699
1,1617103961,1617107561
1,1617339130,1617342730
1,1617285646,1617289246
1,1617249762,1617253362
1,1617329950,1617333550
1,1617825102,1617828702
1,1617617574,1617621174
1,1617231419,1617235019
2,1617397173,1617400773
2,1617164736,1617168336
2,1617021729,1617025329
2,1617512257,1617515857
2,1617802124,1617805724
2,1617660903,1617664503
2,1617580481,1617584081
2,1617412091,1617415691
2,1617526614,1617530214
2,1617247381,1617250981
2,1617724915,1617728515
2,1617782555,1617786155
2,1617952270,1617955870
2,1617258825,1617262425
2,1617449661,1617453261
2,1617338616,1617342216
2,1617720545,1617724145
2,1617315200,1617318800
2,1617632201,1617635801
2,1617446154,1617449754
2,1617363813,1617367413
2,1617503273,1617506873
2,1617375979,1617379579
2,1617633185,1617636785
2,1617559013,1617562613
2,1617757714,1617761314
2,1617967185,1617970785
2,1617270691,1617274291
2,1617128874,1617132474
2,1617304965,1617308565
2,1617069225,1617072825
3,1617366091,1617369691
3,1617439932,1617443532
3,1617653475,1617657075
3,1617249399,1617252999
3,1617590932,1617594532
3,1617643735,1617647335
3,1617145366,1617148966
3,1617486640,1617490240
3,1617453160,1617456760
3,1617639595,1617643195
3,1617031106,1617034706
3,1617920384,1617923984
3,1617511482,1617515082
3,1617213173,1617216773
3,1617476278,1617479878
3,1617538646,1617542246
3,1617680316,1617683916
3,1617054233,1617057833
3,1617461547,1617465147
3,1617749356,1617752956
3,1617954218,1617957818
